date,store,day_of_week,is_weekend,month,temp_c,customers,hot_drinks,iced_drinks,pastries,revenue,staff_on_shift,avg_rating,promo
2025-10-21,Bondi,Tuesday,False,Oct,18.2,160,73,39,54,868.59,4,4.31,no
2025-10-22,Bondi,Wednesday,False,Oct,22.4,153,34,59,50,799.4,4,4.7,no
2025-10-23,Bondi,Thursday,False,Oct,28.1,154,30,87,53,1012.59,3,4.28,no
2025-10-24,Bondi,Friday,False,Oct,27.8,126,32,66,64,978.61,3,4.43,no
2025-10-25,Bondi,Saturday,True,Oct,26.5,201,45,106,53,1132.49,5,4.55,no
2025-10-26,Bondi,Sunday,True,Oct,19.3,207,104,42,88,1171.67,5,4.28,no
2025-10-27,Bondi,Monday,False,Oct,24.7,150,53,68,59,1004.73,3,4.47,no
2025-10-28,Bondi,Tuesday,False,Oct,28.8,155,31,87,66,1049.58,3,4.78,no
2025-10-29,Bondi,Wednesday,False,Oct,23.3,137,35,63,78,987.86,4,3.98,no
2025-10-30,Bondi,Thursday,False,Oct,27.3,164,64,83,70,1204.84,3,4.25,no
2025-10-31,Bondi,Friday,False,Oct,22.8,157,68,58,59,1036.0,4,4.18,no
2025-11-01,Bondi,Saturday,True,Nov,27.2,190,75,103,70,1403.54,4,4.47,yes
2025-11-02,Bondi,Sunday,True,Nov,23.5,225,65,94,96,1421.25,4,4.34,no
2025-11-03,Bondi,Monday,False,Nov,26.2,156,50,75,49,1002.89,2,4.77,no
2025-11-04,Bondi,Tuesday,False,Nov,24.7,144,41,68,54,945.35,3,4.27,no
2025-11-05,Bondi,Wednesday,False,Nov,28.2,155,37,86,67,1120.85,3,4.3,yes
2025-11-06,Bondi,Thursday,False,Nov,27.1,185,50,96,82,1258.64,4,4.21,no
2025-11-07,Bondi,Friday,False,Nov,26.3,148,28,84,55,989.02,4,4.34,no
2025-11-08,Bondi,Saturday,True,Nov,28.0,212,41,119,82,1347.69,4,4.0,no
2025-11-09,Bondi,Sunday,True,Nov,24.8,218,69,93,81,1335.04,5,3.87,no
2025-11-10,Bondi,Monday,False,Nov,32.9,143,8,98,55,907.47,4,4.19,no
2025-11-11,Bondi,Tuesday,False,Nov,22.9,129,52,50,46,784.98,2,4.34,no
2025-11-12,Bondi,Wednesday,False,Nov,27.8,165,61,73,48,1005.46,4,3.85,no
2025-11-13,Bondi,Thursday,False,Nov,23.5,137,41,56,47,791.25,3,4.07,yes
2025-11-14,Bondi,Friday,False,Nov,26.4,139,20,80,59,898.5,3,4.46,no
2025-11-15,Bondi,Saturday,True,Nov,30.2,197,30,136,67,1322.48,6,4.79,yes
2025-11-16,Bondi,Sunday,True,Nov,26.7,228,56,123,83,1488.83,6,4.33,no
2025-11-17,Bondi,Monday,False,Nov,28.9,127,42,67,51,905.4,3,4.62,no
2025-11-18,Bondi,Tuesday,False,Nov,22.1,164,55,43,77,982.54,3,4.29,no
2025-11-19,Bondi,Wednesday,False,Nov,29.7,145,29,80,57,957.24,3,4.53,no
2025-11-20,Bondi,Thursday,False,Nov,27.1,147,52,70,53,951.15,3,4.03,no
2025-11-21,Bondi,Friday,False,Nov,29.6,178,41,98,85,1268.23,5,4.76,no
2025-11-22,Bondi,Saturday,True,Nov,30.7,229,53,147,91,1670.2,6,4.22,no
2025-11-23,Bondi,Sunday,True,Nov,22.6,248,92,94,97,1562.45,6,4.34,no
2025-11-24,Bondi,Monday,False,Nov,26.4,182,46,84,89,1263.79,5,4.32,yes
2025-11-25,Bondi,Tuesday,False,Nov,29.9,171,23,101,58,1018.81,5,4.2,no
2025-11-26,Bondi,Wednesday,False,Nov,28.7,161,30,93,47,1025.12,3,4.17,no
2025-11-27,Bondi,Thursday,False,Nov,26.7,161,31,86,64,1017.9,4,3.96,no
2025-11-28,Bondi,Friday,False,Nov,30.0,135,28,81,44,873.91,4,4.38,no
2025-11-29,Bondi,Saturday,True,Nov,28.3,213,58,120,88,1525.56,6,3.87,no
2025-11-30,Bondi,Sunday,True,Nov,22.6,232,90,76,95,1390.85,5,4.23,no
2025-12-01,Bondi,Monday,False,Dec,24.6,166,49,78,64,1102.51,4,4.3,yes
2025-12-02,Bondi,Tuesday,False,Dec,27.7,172,48,90,66,1179.96,3,4.31,no
2025-12-03,Bondi,Wednesday,False,Dec,29.7,181,43,109,86,1376.49,3,3.88,no
2025-12-04,Bondi,Thursday,False,Dec,27.8,166,51,88,73,1163.73,4,4.22,no
2025-12-05,Bondi,Friday,False,Dec,30.5,158,48,99,72,1267.94,3,3.96,no
2025-12-06,Bondi,Saturday,True,Dec,28.2,218,54,117,104,1548.76,5,4.36,no
2025-12-07,Bondi,Sunday,True,Dec,26.0,186,53,86,63,1108.86,4,4.18,no
2025-12-08,Bondi,Monday,False,Dec,25.0,151,42,71,44,874.31,3,4.5,no
2025-12-09,Bondi,Tuesday,False,Dec,30.9,153,32,96,50,1002.91,3,4.49,no
2025-12-10,Bondi,Wednesday,False,Dec,25.7,149,50,73,51,964.06,3,4.25,no
2025-12-11,Bondi,Thursday,False,Dec,28.2,165,39,90,53,1021.92,3,4.57,no
2025-12-12,Bondi,Friday,False,Dec,30.2,190,36,112,60,1201.89,4,4.31,no
2025-12-13,Bondi,Saturday,True,Dec,28.9,198,44,111,75,1327.74,4,4.21,no
2025-12-14,Bondi,Sunday,True,Dec,32.2,217,34,137,85,1500.3,6,4.23,no
2025-12-15,Bondi,Monday,False,Dec,28.8,164,30,90,71,1095.37,4,4.16,yes
2025-12-16,Bondi,Tuesday,False,Dec,30.5,174,30,95,72,1131.44,3,4.08,no
2025-12-17,Bondi,Wednesday,False,Dec,28.7,190,61,103,70,1298.5,5,4.57,no
2025-12-18,Bondi,Thursday,False,Dec,34.8,182,1,140,62,1225.33,4,4.51,no
2025-12-19,Bondi,Friday,False,Dec,32.9,199,33,138,80,1478.0,5,4.17,no
2025-12-20,Bondi,Saturday,True,Dec,30.5,194,36,120,76,1322.44,5,4.49,no
2025-12-21,Bondi,Sunday,True,Dec,31.1,235,32,152,80,1537.61,5,5.0,no
2025-12-22,Bondi,Monday,False,Dec,28.3,175,24,93,65,1025.07,4,3.85,no
2025-12-23,Bondi,Tuesday,False,Dec,29.9,162,32,89,53,999.51,3,3.93,no
2025-12-24,Bondi,Wednesday,False,Dec,28.5,169,45,88,62,1102.6,4,4.41,no
2025-12-25,Bondi,Thursday,False,Dec,30.7,140,9,85,32,737.05,3,4.69,no
2025-12-26,Bondi,Friday,False,Dec,33.1,157,29,109,63,1169.01,4,4.03,no
2025-12-27,Bondi,Saturday,True,Dec,26.9,228,55,114,89,1445.31,6,4.82,no
2025-12-28,Bondi,Sunday,True,Dec,28.8,194,38,121,63,1305.02,3,4.15,no
2025-12-29,Bondi,Monday,False,Dec,29.7,143,16,98,57,998.25,2,4.12,no
2025-12-30,Bondi,Tuesday,False,Dec,32.9,157,18,108,64,1046.3,4,4.12,no
2025-12-31,Bondi,Wednesday,False,Dec,23.6,145,63,64,48,946.49,4,4.38,no
2025-01-01,Newtown,Wednesday,False,Jan,30.3,126,28,80,63,999.47,3,4.34,yes
2025-01-02,Newtown,Thursday,False,Jan,33.1,117,10,92,57,912.03,3,4.41,yes
2025-01-03,Newtown,Friday,False,Jan,29.1,119,28,78,46,875.84,2,3.78,no
2025-01-04,Newtown,Saturday,True,Jan,29.3,175,49,94,71,1212.5,3,4.22,no
2025-01-05,Newtown,Sunday,True,Jan,27.7,146,33,89,52,1036.04,4,4.43,no
2025-01-06,Newtown,Monday,False,Jan,32.8,152,20,103,62,1005.21,3,4.18,no
2025-01-07,Newtown,Tuesday,False,Jan,30.5,136,26,83,50,925.74,3,4.57,no
2025-01-08,Newtown,Wednesday,False,Jan,31.4,138,26,80,64,969.5,3,3.46,no
2025-01-09,Newtown,Thursday,False,Jan,31.2,140,16,100,54,976.64,3,4.29,no
2025-01-10,Newtown,Friday,False,Jan,32.4,120,32,76,36,841.48,4,4.48,no
2025-01-11,Newtown,Saturday,True,Jan,34.4,183,20,131,79,1360.08,5,4.21,yes
2025-01-12,Newtown,Sunday,True,Jan,29.9,182,47,104,72,1241.86,2,3.75,no
2025-01-13,Newtown,Monday,False,Jan,30.8,134,30,80,33,771.44,2,4.3,no
2025-01-14,Newtown,Tuesday,False,Jan,32.2,130,32,78,46,889.61,3,4.17,no
2025-01-15,Newtown,Wednesday,False,Jan,29.5,113,21,67,52,756.8,3,4.28,yes
2025-01-16,Newtown,Thursday,False,Jan,30.6,120,14,68,53,774.84,3,4.53,no
2025-01-17,Newtown,Friday,False,Jan,30.4,126,21,82,49,896.63,3,4.87,no
2025-01-18,Newtown,Saturday,True,Jan,34.1,198,35,134,77,1444.04,4,4.36,no
2025-01-19,Newtown,Sunday,True,Jan,30.1,198,22,118,62,1149.7,5,4.1,no
2025-01-20,Newtown,Monday,False,Jan,33.8,135,9,97,64,993.53,2,3.96,no
2025-01-21,Newtown,Tuesday,False,Jan,30.5,142,25,82,73,1031.97,3,4.31,no
2025-01-22,Newtown,Wednesday,False,Jan,32.3,145,33,92,52,1022.01,3,4.07,no
2025-01-23,Newtown,Thursday,False,Jan,31.5,127,14,79,37,744.69,3,4.38,no
2025-01-24,Newtown,Friday,False,Jan,31.6,157,42,101,63,1207.58,3,4.62,no
2025-01-25,Newtown,Saturday,True,Jan,31.5,173,27,98,75,1161.94,5,4.35,no
2025-01-26,Newtown,Sunday,True,Jan,27.2,181,45,90,64,1106.78,3,4.63,no
2025-01-27,Newtown,Monday,False,Jan,29.2,125,26,77,49,840.93,3,3.98,no
2025-01-28,Newtown,Tuesday,False,Jan,33.0,126,12,83,54,921.33,3,4.56,no
2025-01-29,Newtown,Wednesday,False,Jan,31.2,134,17,93,42,887.33,3,4.7,no
2025-01-30,Newtown,Thursday,False,Jan,31.5,134,16,90,42,818.51,4,4.44,no
2025-01-31,Newtown,Friday,False,Jan,30.7,155,43,89,51,1027.04,3,4.31,no
2025-02-01,Newtown,Saturday,True,Feb,31.7,168,39,99,75,1231.42,4,4.41,yes
2025-02-02,Newtown,Sunday,True,Feb,26.3,172,46,91,57,1119.34,4,4.5,no
2025-02-03,Newtown,Monday,False,Feb,29.1,135,32,79,50,912.86,3,4.54,no
2025-02-04,Newtown,Tuesday,False,Feb,29.6,128,34,75,36,838.94,2,4.07,yes
2025-02-05,Newtown,Wednesday,False,Feb,29.7,122,25,68,43,731.57,2,4.16,no
2025-02-06,Newtown,Thursday,False,Feb,32.8,171,18,116,66,1185.03,4,4.0,no
2025-02-07,Newtown,Friday,False,Feb,30.1,110,36,58,21,651.59,2,4.67,no
2025-02-08,Newtown,Saturday,True,Feb,28.0,194,65,101,88,1419.73,5,4.35,no
2025-02-09,Newtown,Sunday,True,Feb,32.8,182,31,128,81,1413.31,4,4.32,no
2025-02-10,Newtown,Monday,False,Feb,29.8,127,22,86,65,977.06,3,4.18,no
2025-02-11,Newtown,Tuesday,False,Feb,29.3,128,43,71,54,925.06,3,4.51,no
2025-02-12,Newtown,Wednesday,False,Feb,28.5,143,35,70,69,916.93,3,4.57,no
2025-02-13,Newtown,Thursday,False,Feb,28.0,117,26,51,45,674.37,3,4.26,no
2025-02-14,Newtown,Friday,False,Feb,25.7,126,35,58,39,687.8,3,4.53,no
2025-02-15,Newtown,Saturday,True,Feb,31.6,199,28,131,80,1357.68,5,4.27,yes
2025-02-16,Newtown,Sunday,True,Feb,27.1,193,49,106,80,1373.16,4,3.92,no
2025-02-17,Newtown,Monday,False,Feb,31.3,133,40,75,52,983.05,4,4.18,no
2025-02-18,Newtown,Tuesday,False,Feb,27.7,118,34,61,57,833.05,3,4.31,no
2025-02-19,Newtown,Wednesday,False,Feb,32.2,125,12,90,39,849.65,2,3.96,no
2025-02-20,Newtown,Thursday,False,Feb,29.4,126,25,61,52,798.29,2,4.37,no
2025-02-21,Newtown,Friday,False,Feb,31.8,119,11,86,58,928.8,2,4.21,yes
2025-02-22,Newtown,Saturday,True,Feb,31.8,155,33,97,63,1081.02,3,4.42,no
2025-02-23,Newtown,Sunday,True,Feb,29.7,188,17,111,82,1250.28,5,4.55,no
2025-02-24,Newtown,Monday,False,Feb,32.6,134,15,95,49,925.48,4,4.39,no
2025-02-25,Newtown,Tuesday,False,Feb,25.7,136,40,65,60,943.89,3,4.37,no
2025-02-26,Newtown,Wednesday,False,Feb,30.6,139,19,86,60,977.72,2,4.4,no
2025-02-27,Newtown,Thursday,False,Feb,23.3,128,33,58,42,775.15,2,4.03,no
2025-02-28,Newtown,Friday,False,Feb,30.2,138,27,80,53,908.01,3,4.0,no
2025-03-01,Newtown,Saturday,True,Mar,27.9,215,44,119,81,1403.57,5,4.43,yes
2025-03-02,Newtown,Sunday,True,Mar,29.5,171,51,103,61,1209.95,4,4.65,no
2025-03-03,Newtown,Monday,False,Mar,31.3,127,28,79,54,963.4,4,3.8,no
2025-03-04,Newtown,Tuesday,False,Mar,26.5,98,23,51,34,582.06,2,4.24,no
2025-03-05,Newtown,Wednesday,False,Mar,27.7,129,35,67,48,818.72,2,4.32,no
2025-03-06,Newtown,Thursday,False,Mar,28.3,120,13,67,36,666.53,3,4.21,no
2025-03-07,Newtown,Friday,False,Mar,24.8,119,20,55,34,615.34,4,4.49,no
2025-03-08,Newtown,Saturday,True,Mar,31.0,165,21,102,73,1152.87,4,4.49,no
2025-03-09,Newtown,Sunday,True,Mar,28.0,175,30,102,57,1090.01,5,4.37,no
2025-03-10,Newtown,Monday,False,Mar,29.5,128,27,63,29,674.27,3,4.42,no
2025-03-11,Newtown,Tuesday,False,Mar,25.8,127,15,58,41,639.3,3,4.07,no
2025-03-12,Newtown,Wednesday,False,Mar,28.6,125,26,64,44,784.14,4,3.94,no
2025-03-13,Newtown,Thursday,False,Mar,27.2,131,22,73,57,839.37,3,4.07,no
2025-03-14,Newtown,Friday,False,Mar,31.0,137,19,88,67,1040.34,4,4.27,no
2025-03-15,Newtown,Saturday,True,Mar,26.6,189,55,89,86,1311.27,5,4.42,yes
2025-03-16,Newtown,Sunday,True,Mar,27.7,190,47,105,67,1209.06,5,4.19,no
2025-03-17,Newtown,Monday,False,Mar,28.7,113,27,55,42,709.4,3,4.58,no
2025-03-18,Newtown,Tuesday,False,Mar,27.4,124,37,61,50,877.87,3,4.12,no
2025-03-19,Newtown,Wednesday,False,Mar,25.7,148,44,60,50,862.42,3,3.87,no
2025-03-20,Newtown,Thursday,False,Mar,26.6,147,30,82,60,962.28,2,4.63,no
2025-03-21,Newtown,Friday,False,Mar,25.2,120,34,61,43,786.21,3,4.2,no
2025-03-22,Newtown,Saturday,True,Mar,28.2,162,57,82,73,1197.81,4,4.37,no
2025-03-23,Newtown,Sunday,True,Mar,25.7,173,54,81,59,1091.67,3,4.29,no
2025-03-24,Newtown,Monday,False,Mar,22.4,119,37,46,53,738.2,3,4.51,no
2025-03-25,Newtown,Tuesday,False,Mar,29.0,105,21,63,46,706.82,2,4.07,no
2025-03-26,Newtown,Wednesday,False,Mar,25.5,124,31,57,35,684.67,3,4.58,no
2025-03-27,Newtown,Thursday,False,Mar,27.7,105,14,60,42,647.11,2,4.15,no
2025-03-28,Newtown,Friday,False,Mar,23.3,132,45,55,53,864.17,2,4.3,no
2025-03-29,Newtown,Saturday,True,Mar,23.4,172,66,65,59,1037.78,4,4.6,no
2025-03-30,Newtown,Sunday,True,Mar,23.1,180,82,56,79,1149.55,5,4.4,no
2025-03-31,Newtown,Monday,False,Mar,18.9,116,46,32,40,632.46,2,4.24,no
2025-04-01,Newtown,Tuesday,False,Apr,24.1,116,39,50,59,801.74,4,4.24,yes
2025-04-02,Newtown,Wednesday,False,Apr,22.0,102,21,43,46,628.99,2,4.11,no
2025-04-03,Newtown,Thursday,False,Apr,24.4,133,37,58,55,810.45,3,4.32,no
2025-04-04,Newtown,Friday,False,Apr,21.4,117,61,31,53,749.7,3,4.77,no
2025-04-05,Newtown,Saturday,True,Apr,21.2,134,66,37,53,805.52,3,4.2,no
2025-04-06,Newtown,Sunday,True,Apr,22.3,158,41,70,56,971.69,4,4.03,no
2025-04-07,Newtown,Monday,False,Apr,26.2,100,9,59,44,622.56,2,4.53,no
2025-04-08,Newtown,Tuesday,False,Apr,23.1,124,40,49,37,713.79,3,4.23,no
2025-04-09,Newtown,Wednesday,False,Apr,22.4,99,28,36,49,603.53,2,4.3,no
2025-04-10,Newtown,Thursday,False,Apr,24.1,121,29,65,48,873.99,2,4.55,no
2025-04-11,Newtown,Friday,False,Apr,19.6,112,30,39,40,628.97,2,4.36,no
2025-04-12,Newtown,Saturday,True,Apr,21.1,154,64,51,59,996.81,4,4.38,no
2025-04-13,Newtown,Sunday,True,Apr,22.2,151,44,58,61,940.16,4,4.19,yes
2025-04-14,Newtown,Monday,False,Apr,23.5,137,43,54,61,882.16,3,4.43,no
2025-04-15,Newtown,Tuesday,False,Apr,21.8,135,48,48,53,829.24,5,4.08,yes
2025-04-16,Newtown,Wednesday,False,Apr,22.4,148,54,57,43,873.4,4,4.53,yes
2025-04-17,Newtown,Thursday,False,Apr,22.8,118,37,51,51,741.31,2,3.5,yes
2025-04-18,Newtown,Friday,False,Apr,23.7,116,20,62,41,683.12,2,4.16,no
2025-04-19,Newtown,Saturday,True,Apr,19.2,190,87,54,60,1079.67,5,4.25,no
2025-04-20,Newtown,Sunday,True,Apr,21.0,161,67,60,49,912.12,3,4.29,no
2025-04-21,Newtown,Monday,False,Apr,23.9,109,29,58,25,660.23,3,4.38,no
2025-04-22,Newtown,Tuesday,False,Apr,20.4,121,53,38,57,841.46,3,4.26,no
2025-04-23,Newtown,Wednesday,False,Apr,21.6,130,38,45,29,625.61,2,4.28,no
2025-04-24,Newtown,Thursday,False,Apr,17.0,93,44,23,32,516.84,2,4.28,no
2025-04-25,Newtown,Friday,False,Apr,21.7,131,53,44,51,825.17,4,4.48,no
2025-04-26,Newtown,Saturday,True,Apr,22.5,153,56,59,69,1046.34,5,4.0,no
2025-04-27,Newtown,Sunday,True,Apr,16.1,151,88,21,64,877.98,4,4.51,no
2025-04-28,Newtown,Monday,False,Apr,20.9,142,51,53,53,880.54,3,4.16,no
2025-04-29,Newtown,Tuesday,False,Apr,22.7,107,44,40,40,707.45,2,4.51,no
2025-04-30,Newtown,Wednesday,False,Apr,16.2,102,42,22,26,510.93,2,4.26,no
2025-05-01,Newtown,Thursday,False,May,18.6,122,48,37,55,747.65,2,4.34,yes
2025-05-02,Newtown,Friday,False,May,17.2,122,52,28,51,717.08,2,4.2,yes
2025-05-03,Newtown,Saturday,True,May,20.7,149,63,43,62,858.83,2,4.11,no
2025-05-04,Newtown,Sunday,True,May,17.8,168,80,36,55,920.22,4,4.66,no
2025-05-05,Newtown,Monday,False,May,21.8,121,58,41,40,756.8,4,4.54,no
2025-05-06,Newtown,Tuesday,False,May,19.7,108,32,32,42,544.28,3,4.4,no
2025-05-07,Newtown,Wednesday,False,May,24.4,92,25,33,29,505.99,2,4.13,no
2025-05-08,Newtown,Thursday,False,May,17.1,109,38,25,40,571.45,3,3.95,no
2025-05-09,Newtown,Friday,False,May,20.6,119,39,32,45,607.38,2,4.54,no
2025-05-10,Newtown,Saturday,True,May,20.0,174,56,60,76,1061.74,4,4.74,no
2025-05-11,Newtown,Sunday,True,May,22.2,156,51,56,58,868.96,3,4.26,yes
2025-05-12,Newtown,Monday,False,May,12.6,83,34,13,43,462.41,2,3.9,no
2025-05-13,Newtown,Tuesday,False,May,17.4,123,55,40,33,693.64,3,4.12,no
2025-05-14,Newtown,Wednesday,False,May,21.8,107,45,46,31,716.05,3,4.38,no
2025-05-15,Newtown,Thursday,False,May,18.4,130,46,39,51,738.92,3,3.98,yes
2025-05-16,Newtown,Friday,False,May,15.6,96,26,25,37,468.01,2,4.5,no
2025-05-17,Newtown,Saturday,True,May,20.5,151,56,52,63,961.2,3,4.29,no
2025-05-18,Newtown,Sunday,True,May,15.9,179,82,34,52,869.2,3,4.12,no
2025-05-19,Newtown,Monday,False,May,17.0,104,46,18,26,443.64,3,4.37,no
2025-05-20,Newtown,Tuesday,False,May,18.7,135,59,34,39,668.6,4,5.0,no
2025-05-21,Newtown,Wednesday,False,May,12.9,133,70,22,63,810.43,3,4.52,no
2025-05-22,Newtown,Thursday,False,May,18.7,119,55,32,46,665.87,3,3.9,no
2025-05-23,Newtown,Friday,False,May,12.5,124,66,11,58,721.7,3,3.72,no
2025-05-24,Newtown,Saturday,True,May,15.9,146,61,34,54,822.71,4,4.13,no
2025-05-25,Newtown,Sunday,True,May,19.3,179,75,53,77,1123.07,4,4.27,no
2025-05-26,Newtown,Monday,False,May,14.7,103,48,19,26,492.55,3,4.68,no
2025-05-27,Newtown,Tuesday,False,May,14.1,123,63,19,45,669.24,2,4.62,no
2025-05-28,Newtown,Wednesday,False,May,15.7,134,59,33,50,748.03,3,4.24,no
2025-05-29,Newtown,Thursday,False,May,14.9,120,61,23,43,690.48,3,4.33,no
2025-05-30,Newtown,Friday,False,May,10.5,122,64,10,44,618.81,2,4.49,no
2025-05-31,Newtown,Saturday,True,May,17.9,164,84,31,58,942.67,4,4.53,no
2025-06-01,Newtown,Sunday,True,Jun,22.6,150,64,52,44,920.14,4,4.68,yes
2025-06-02,Newtown,Monday,False,Jun,18.2,117,51,23,49,652.93,3,4.12,no
2025-06-03,Newtown,Tuesday,False,Jun,16.3,122,50,26,31,622.89,2,4.05,no
2025-06-04,Newtown,Wednesday,False,Jun,17.6,100,45,28,28,548.31,2,4.26,no
2025-06-05,Newtown,Thursday,False,Jun,14.7,98,49,14,40,485.63,2,4.44,no
2025-06-06,Newtown,Friday,False,Jun,15.1,113,53,19,43,625.2,3,4.3,no
2025-06-07,Newtown,Saturday,True,Jun,15.6,132,68,21,51,764.0,3,4.43,no
2025-06-08,Newtown,Sunday,True,Jun,14.9,145,68,35,49,791.91,4,4.06,no
2025-06-09,Newtown,Monday,False,Jun,15.2,125,69,17,49,725.79,4,4.33,yes
2025-06-10,Newtown,Tuesday,False,Jun,16.9,90,33,21,23,376.18,2,4.53,no
2025-06-11,Newtown,Wednesday,False,Jun,14.9,124,58,21,37,631.26,3,4.65,no
2025-06-12,Newtown,Thursday,False,Jun,13.9,91,48,20,39,568.84,2,4.2,no
2025-06-13,Newtown,Friday,False,Jun,12.9,122,56,16,33,530.64,3,3.95,no
2025-06-14,Newtown,Saturday,True,Jun,17.2,156,59,27,67,856.4,3,4.44,no
2025-06-15,Newtown,Sunday,True,Jun,12.8,162,96,15,77,974.77,5,3.94,yes
2025-06-16,Newtown,Monday,False,Jun,16.5,110,41,39,34,666.39,2,4.42,no
2025-06-17,Newtown,Tuesday,False,Jun,17.6,108,44,32,31,527.08,3,4.37,no
2025-06-18,Newtown,Wednesday,False,Jun,13.3,123,89,7,44,703.88,4,4.36,no
2025-06-19,Newtown,Thursday,False,Jun,16.3,115,42,31,33,591.18,2,3.69,no
2025-06-20,Newtown,Friday,False,Jun,15.5,98,38,26,36,501.26,2,4.25,no
2025-06-21,Newtown,Saturday,True,Jun,14.3,162,92,12,60,819.96,4,4.09,no
2025-06-22,Newtown,Sunday,True,Jun,12.9,154,97,12,62,925.52,3,4.15,no
2025-06-23,Newtown,Monday,False,Jun,12.6,94,50,10,29,451.9,2,4.34,no
2025-06-24,Newtown,Tuesday,False,Jun,17.9,109,34,33,44,606.47,3,4.54,no
2025-06-25,Newtown,Wednesday,False,Jun,16.5,87,34,27,22,469.29,2,4.02,no
2025-06-26,Newtown,Thursday,False,Jun,14.8,88,63,9,26,510.49,2,4.57,no
2025-06-27,Newtown,Friday,False,Jun,7.2,101,54,3,54,581.07,2,4.45,no
2025-06-28,Newtown,Saturday,True,Jun,11.8,154,85,8,59,795.07,4,4.36,no
2025-06-29,Newtown,Sunday,True,Jun,10.7,119,68,10,32,607.89,2,3.89,no
2025-06-30,Newtown,Monday,False,Jun,15.0,142,66,16,51,685.6,3,4.1,no
2025-07-01,Newtown,Tuesday,False,Jul,12.2,118,56,16,49,648.08,2,4.19,yes
2025-07-02,Newtown,Wednesday,False,Jul,13.4,149,71,20,55,753.43,4,3.69,no
2025-07-03,Newtown,Thursday,False,Jul,15.4,114,61,21,31,602.95,2,3.93,no
2025-07-04,Newtown,Friday,False,Jul,11.2,103,47,11,44,592.83,2,4.57,no
2025-07-05,Newtown,Saturday,True,Jul,10.0,126,58,4,48,574.09,3,4.43,no
2025-07-06,Newtown,Sunday,True,Jul,12.3,165,92,20,61,925.78,3,4.5,no
2025-07-07,Newtown,Monday,False,Jul,11.5,94,56,3,39,524.63,3,4.77,no
2025-07-08,Newtown,Tuesday,False,Jul,12.2,90,50,14,31,493.71,2,3.58,no
2025-07-09,Newtown,Wednesday,False,Jul,14.0,106,59,9,44,627.15,3,4.47,no
2025-07-10,Newtown,Thursday,False,Jul,9.7,101,61,0,48,583.92,3,4.31,no
2025-07-11,Newtown,Friday,False,Jul,12.4,79,43,9,14,326.38,2,4.17,no
2025-07-12,Newtown,Saturday,True,Jul,11.5,165,86,14,46,772.19,4,3.88,no
2025-07-13,Newtown,Sunday,True,Jul,15.9,135,47,29,43,660.85,2,3.88,no
2025-07-14,Newtown,Monday,False,Jul,12.1,85,52,7,46,536.42,3,4.47,no
2025-07-15,Newtown,Tuesday,False,Jul,14.4,130,65,30,48,783.64,3,4.35,yes
2025-07-16,Newtown,Wednesday,False,Jul,13.7,134,74,11,41,671.38,4,4.69,no
2025-07-17,Newtown,Thursday,False,Jul,13.2,119,65,16,47,677.25,3,4.43,no
2025-07-18,Newtown,Friday,False,Jul,12.0,89,43,8,38,497.59,2,4.09,no
2025-07-19,Newtown,Saturday,True,Jul,16.7,157,70,38,55,884.59,4,4.35,no
2025-07-20,Newtown,Sunday,True,Jul,9.0,133,73,0,53,606.64,3,4.41,no
2025-07-21,Newtown,Monday,False,Jul,13.7,126,62,14,58,681.87,3,3.82,no
2025-07-22,Newtown,Tuesday,False,Jul,14.9,97,58,6,39,560.19,3,4.37,yes
2025-07-23,Newtown,Wednesday,False,Jul,12.5,104,55,3,38,450.67,2,4.64,no
2025-07-24,Newtown,Thursday,False,Jul,15.2,124,68,22,45,688.83,3,4.33,no
2025-07-25,Newtown,Friday,False,Jul,13.3,102,48,19,35,564.74,2,4.3,no
2025-07-26,Newtown,Saturday,True,Jul,13.4,167,85,20,62,859.79,4,4.19,no
2025-07-27,Newtown,Sunday,True,Jul,14.2,143,102,17,52,917.22,2,4.08,no
2025-07-28,Newtown,Monday,False,Jul,10.5,93,49,4,33,446.37,3,4.36,no
2025-07-29,Newtown,Tuesday,False,Jul,16.6,129,47,26,40,634.72,3,4.11,yes
2025-07-30,Newtown,Wednesday,False,Jul,17.3,109,45,24,31,607.23,2,4.35,no
2025-07-31,Newtown,Thursday,False,Jul,16.1,94,48,8,39,552.42,2,4.07,no
2025-08-01,Newtown,Friday,False,Aug,11.5,97,57,8,31,522.46,2,4.34,yes
2025-08-02,Newtown,Saturday,True,Aug,12.2,152,88,17,50,819.92,3,4.33,no
2025-08-03,Newtown,Sunday,True,Aug,17.3,140,69,27,64,843.66,5,3.78,no
2025-08-04,Newtown,Monday,False,Aug,16.5,125,73,22,58,838.65,3,4.25,no
2025-08-05,Newtown,Tuesday,False,Aug,14.5,104,58,12,27,517.27,2,3.87,no
2025-08-06,Newtown,Wednesday,False,Aug,16.7,113,53,17,51,609.0,2,4.63,no
2025-08-07,Newtown,Thursday,False,Aug,12.3,121,63,22,34,586.54,3,3.81,no
2025-08-08,Newtown,Friday,False,Aug,16.1,71,37,14,22,396.54,2,4.61,no
2025-08-09,Newtown,Saturday,True,Aug,14.7,134,62,16,57,720.13,3,4.37,no
2025-08-10,Newtown,Sunday,True,Aug,16.7,162,75,32,50,818.19,4,3.97,no
2025-08-11,Newtown,Monday,False,Aug,19.1,107,41,22,40,575.66,2,4.55,no
